"","dmso_cd11b","dmso_gfp","hu_cd11b","hu_gfp","aph_cd11b","aph_gfp","e2_cd11b","e2_gfp","ha_cd11b","ha_gfp","ha_mean_cd11b","ha_mean_gfp","dmso_viab","is_hit"
"Pnpla3",-0.15758,0.11446,-0.096789,0.049262,0.40322,0.23683,0.0073229,-0.036505,0.2868,0.12328,0.1532155,0.143046,-0.059008,"Not hit"
"Htr3b",-0.065584,0.24266,0.15362,-0.20286,0.052423,0.12706,-0.38724,-0.048887,0.13603,-0.075568,0.1030215,-0.0379,0.090525,"Not hit"
"Cda",-0.0018647,-0.052728,-0.24873,-0.090703,0.24823,0.10655,-0.28017,-0.086811,0.0431,-0.0079406,-0.00025,0.0079235,0.0519,"Not hit"
"Micu2",-0.12812,0.087857,0.42944,0.41243,-0.07749,-0.25422,-0.04106,0.22294,0.22194,0.013598,0.175975,0.079105,-0.068352,"Not hit"
"Olfr576",0.25652,-0.10334,0.029082,0.2529,0.12353,0.065484,0.1801,0.2154,0.067215,0.12091,0.076306,0.159192,0.032262,"Not hit"
"Dcaf10",0.18201,0.21982,0.18621,0.088749,-0.14661,0.084012,0.21597,0.17078,-0.083924,0.08812,0.0198,0.0863805,0.055497,"Not hit"
"Mllt1",-0.10283,-0.18656,-0.036366,-0.2065,-0.049551,-0.00071887,0.055706,0.56606,-0.049892,-0.10026,-0.0429585,-0.103609435,-0.091105,"Not hit"
"Agbl5",-0.13949,-0.06265,-0.42028,-0.0821,-0.39745,-0.25234,-0.19569,-0.32727,-0.41928,-0.22519,-0.408865,-0.16722,-0.13269,"Not hit"
"Nxt2",0.15569,0.056024,-0.070175,-0.22591,-0.37318,0.082051,-0.16911,-0.024679,-0.15823,-0.012215,-0.2216775,-0.0719295,-0.40841,"Not hit"
"Nfxl1",-0.14554,-0.14775,0.47768,0.33009,0.24815,-0.041729,-0.27358,-0.15178,0.35074,0.1757,0.362915,0.1441805,0.29364,"Not hit"
"Trex1",-0.089567,0.097561,0.070515,0.003719,0.16121,0.041164,0.0033616,-0.047426,0.12208,0.040879,0.1158625,0.0224415,-0.03756,"Not hit"
"Serac1",-0.0059823,-0.11389,-0.1497,0.098095,-0.23066,-0.45209,-0.42494,-0.075658,-0.19558,-0.11639,-0.19018,-0.1769975,0.16208,"Not hit"
"Gjd3",-0.11511,-0.14631,0.15377,0.3997,0.19414,0.073643,-0.0033097,-0.18838,0.15638,0.22682,0.173955,0.2366715,0.10258,"Not hit"
"Cd209b",0.069733,0.12379,-0.11992,-0.059157,0.16536,-0.016373,0.26259,0.055616,0.070132,-0.023266,0.02272,-0.037765,-0.071634,"Not hit"
"Tbc1d4",0.10486,-0.2089,0.10648,0.087012,-0.27795,0.069756,0.0049507,0.07853,-0.1484,0.073867,-0.085735,0.078384,-0.02912,"Not hit"
"Mpp5",0.1091,-0.054593,0.061097,0.11324,-0.14052,0.4992,0.084936,0.32468,-0.083561,0.34872,-0.0397115,0.30622,0.21582,"Not hit"
"Cd97",-0.18063,-0.07092,0.016411,-0.18414,-0.11515,-0.24584,-0.22538,-0.34765,-0.0033364,-0.21526,-0.0493695,-0.21499,-0.092245,"Not hit"
"Pipox",0.16132,0.054722,0.047119,0.001636,-0.0039055,-0.1088,-0.075336,0.028939,0.012384,-0.072493,0.02160675,-0.053582,0.24161,"Not hit"
"Oser1",0.054077,-0.085798,-0.40699,-0.035217,-0.22213,-0.03121,0.40399,0.061503,-0.30711,-0.031485,-0.31456,-0.0332135,-0.003336,"Not hit"
"Trim41",-0.029552,0.058337,-0.11652,0.054264,-0.25279,-0.20715,0.00063354,-0.03843,-0.22402,-0.055913,-0.184655,-0.076443,-0.21627,"Not hit"
"Uaca",-0.14366,-0.0235,0.20113,0.16791,0.019472,-0.15562,0.0563,0.03309,0.12109,0.042294,0.110301,0.006145,-0.11938,"Not hit"
"Atn1",-0.12027,0.049648,-0.053711,-0.1781,-0.17337,-0.045123,0.034602,0.26037,-0.099267,-0.10114,-0.1135405,-0.1116115,-0.0080543,"Not hit"
"Spsb3",-0.097627,-0.14395,-0.11131,0.078239,0.23956,-0.055667,-0.25114,-0.2217,0.028594,0.053289,0.064125,0.011286,0.1218,"Not hit"
"Msc",0.026736,0.087051,-0.05002,-0.021725,0.094966,0.010537,-0.07334,0.051693,-0.023164,0.0099385,0.022473,-0.005594,0.048487,"Not hit"
"1700026L06Rik",0.21134,0.04261,-0.23817,0.048338,0.051202,0.032283,0.071958,-0.36755,-0.006761,0.039694,-0.093484,0.0403105,-0.1376,"Not hit"
"Trim47",0.11195,-0.067483,0.1782,-0.11799,0.22326,-0.043417,0.045167,-0.060734,0.17868,-0.093113,0.20073,-0.0807035,-0.18298,"Not hit"
"Olfr67",0.040596,-0.039137,-0.063816,-0.073583,-0.109,0.010528,0.19666,0.01333,-0.088609,-0.026572,-0.086408,-0.0315275,0.17451,"Not hit"
"Golga7",-0.10855,-0.0066289,-0.12777,0.023077,0.085429,0.18862,0.37143,0.30152,-0.019026,0.046319,-0.0211705,0.1058485,0.10108,"Not hit"
"Tmed8",0.0065925,0.17567,0.1209,0.13476,-0.19837,0.13303,-0.019132,0.24449,-0.034906,0.13412,-0.038735,0.133895,-0.078335,"Not hit"
"Adrb3",0.1428,-0.016869,0.34664,-0.0071867,0.15062,-0.00057747,-0.0095817,0.088469,0.15018,-0.0083142,0.24863,-0.003882085,-0.0090818,"Not hit"
"Fuk",0.22695,0.23595,-0.069481,-0.034143,-0.21583,-0.050944,-0.055329,-0.097531,-0.12458,-0.034799,-0.1426555,-0.0425435,0.131,"Not hit"
"1700010D01Rik",0.080686,-0.013982,0.23789,0.10538,-0.030751,-0.23264,0.030532,0.25244,-0.012646,-0.13264,0.1035695,-0.06363,0.11362,"Not hit"
"Xk",-0.050602,0.083775,-0.10617,-0.12927,0.25825,-0.21584,-0.036223,-0.15562,0.058683,-0.18949,0.07604,-0.172555,-0.16469,"Not hit"
"Ror1",0.030948,0.1813,0.090808,0.1774,0.0047684,0.10936,-0.19753,0.13063,0.021499,0.15401,0.0477882,0.14338,0.26375,"Not hit"
"Uevld",-0.067136,-0.029524,0.076443,-0.16811,-0.23997,-0.023129,-0.28076,0.29765,-0.046611,-0.086091,-0.0817635,-0.0956195,-0.3552,"Not hit"
"Vmn2r18",-0.049384,0.081664,0.031912,-0.067939,0.049858,0.29856,0.037594,0.072736,0.045681,0.0030491,0.040885,0.1153105,-0.0057541,"Not hit"
"Lhb",0.068154,-0.13813,-0.020294,0.0071833,0.21644,-0.16239,0.063821,0.0048787,0.02024,-0.046087,0.098073,-0.07760335,0.074683,"Not hit"
"Tmem135",0.027108,0.28017,-0.081342,-0.086458,-0.21424,0.070106,-0.30648,-0.083111,-0.099036,0.0056532,-0.147791,-0.008176,0.021212,"Not hit"
"Vmn1r236",0.093332,0.00050553,0.17559,0.011244,-0.002584,-0.10914,0.14443,0.2741,0.070333,-0.066409,0.086503,-0.048948,0.16507,"Not hit"
"Olfr804",-0.15064,-0.13728,-0.008962,0.1904,0.058341,-0.18953,0.18766,0.2171,0.0585,0.0091609,0.0246895,0.000435000000000005,0.069557,"Not hit"
"D10Wsu102e",-0.29455,-0.41753,-0.49015,0.054825,-0.51253,0.16426,-0.97482,-1.0005,-0.51221,0.15381,-0.50134,0.1095425,-1.0717,"Not hit"
"Ago1",0.080998,0.065501,-0.22809,-0.21084,-0.29589,0.12393,-0.3209,-0.14603,-0.26583,-0.11696,-0.26199,-0.043455,-0.0090292,"Not hit"
"Ggcx",0.056845,-0.1436,-0.21399,-0.0068675,-0.13237,-0.17895,-0.023592,-0.070356,-0.16716,-0.15828,-0.17318,-0.09290875,0.31956,"Not hit"
"Olfr46",0.16805,0.34529,-0.19764,-0.056065,0.10349,0.026115,0.398,0.35234,0.032892,0.025829,-0.047075,-0.014975,-0.081939,"Not hit"
"Smyd5",0.10448,0.20683,-0.20765,-0.16081,-0.13392,0.10578,-0.10093,-0.3962,-0.16928,-0.10775,-0.170785,-0.027515,-0.067202,"Not hit"
"Duoxa2",-0.054162,0.28005,-0.087042,-0.11984,-0.21026,-0.074769,-0.18783,0.11483,-0.16285,-0.075033,-0.148651,-0.0973045,-0.27153,"Not hit"
"Esr2",-0.089177,-0.20211,0.052765,-0.18238,-0.14228,0.083236,0.025963,0.025992,-0.10244,-0.035241,-0.0447575,-0.049572,-0.54125,"Not hit"
"Olfr571",-0.014393,-0.28499,-0.14436,-0.50137,0.17603,-0.21821,0.34726,-0.17209,-0.021627,-0.31933,0.015835,-0.35979,-0.010152,"Not hit"
"Gm4981",-0.0058596,-0.050889,-0.2443,0.02233,0.050649,0.026481,0.14519,0.13963,-0.023608,0.021679,-0.0968255,0.0244055,-0.074731,"Not hit"
"Olfr102",-0.1658,-0.019723,-0.12308,-0.16829,-0.044689,-0.40905,-0.12614,0.060365,-0.063597,-0.23145,-0.0838845,-0.28867,0.0060169,"Not hit"
"Ccdc162",0.1017,0.076198,-0.19488,-0.13976,0.19804,0.17267,0.0056741,-0.088379,-0.017693,0.052314,0.00158,0.016455,-0.01585,"Not hit"
"Tcp10a",0.052734,-0.083472,-0.11346,-0.084734,0.079015,0.14919,-0.01828,0.18477,0.034212,-0.038197,-0.0172225,0.032228,0.12978,"Not hit"
"Prmt2",0.23572,0.020313,0.20716,0.018814,-0.17455,-0.042465,0.20925,-0.28561,0.06171,-0.036856,0.016305,-0.0118255,-0.18279,"Not hit"
"Ano1",-0.13707,0.50289,0.17085,0.15181,0.24362,0.31422,0.25941,0.43417,0.24315,0.28371,0.207235,0.233015,0.014151,"Not hit"
"Fbxw10",0.048076,0.0391,0.020615,0.040861,-0.19106,-0.21102,-0.16114,0.138,-0.040958,-0.10008,-0.0852225,-0.0850795,-0.21865,"Not hit"
"Ccdc33",0.035339,0.14207,0.18122,0.072105,0.040514,0.010939,0.15556,0.19874,0.05904,0.060549,0.110867,0.041522,-0.07498,"Not hit"
"Arrdc5",0.01996,-0.046119,0.12775,0.18991,-0.16816,0.28131,0.34539,-0.30485,-0.040504,0.24418,-0.020205,0.23561,0.18186,"Not hit"
"Adipoq",-0.054871,0.082146,0.040062,-0.074511,-0.27586,-0.015776,0.10998,0.068835,-0.085161,-0.040159,-0.117899,-0.0451435,0.2179,"Not hit"
"Gm4922",-0.051798,0.31281,0.19048,-0.30299,0.18046,-0.035843,0.018983,-0.14813,0.18964,-0.079891,0.18547,-0.1694165,-0.090308,"Not hit"
"Pros1",-0.043461,0.019507,0.093746,-0.07792,0.16265,0.33084,-0.10527,0.015704,0.12529,0.23885,0.128198,0.12646,-0.06014,"Not hit"
"Rims4",-0.13365,-0.17352,-0.11797,0.00041382,0.26249,0.094415,-0.17275,-0.02055,0.022046,0.071518,0.07226,0.04741441,-0.047953,"Not hit"
"Hells",-0.11628,0.21748,0.1627,0.014818,-0.21289,0.081449,0.23667,-0.046462,-0.086499,0.080979,-0.025095,0.0481335,-0.14421,"Not hit"
"Ephb2",0.16414,0.022651,-0.057352,0.087603,-0.082863,0.062463,0.016328,-0.0080363,-0.062761,0.062012,-0.0701075,0.075033,0.048573,"Not hit"
"Cldn24",-0.025675,0.12027,0.13829,0.02249,0.13571,-0.24543,0.13095,0.074266,0.13871,-0.093044,0.137,-0.11147,0.2223,"Not hit"
"Chp1",0.14323,-0.10367,0.07612,-0.075285,0.341,-0.069602,0.14386,-0.66681,0.19531,-0.075475,0.20856,-0.0724435,0.025805,"Not hit"
"Atp4a",0.025834,-0.10008,-0.059807,-0.0050991,-0.0015454,0.03449,0.15259,-0.098586,-0.056675,0.0063379,-0.0306762,0.01469545,0.011203,"Not hit"
"Msn",0.12112,-0.23851,-0.51044,0.22448,-0.40686,0.24859,-0.39879,-0.34318,-0.46822,0.24796,-0.45865,0.236535,0.14276,"Not hit"
"Ttc12",0.40011,-0.0015975,0.43024,0.044064,0.2279,0.11343,0.35676,0.12833,0.26846,0.087701,0.32907,0.078747,-0.028828,"Not hit"
"Olfr1049",-0.055377,-0.023794,0.18884,-0.21231,0.018129,-0.05884,0.15054,0.18745,0.08278,-0.12854,0.1034845,-0.135575,-0.032502,"Not hit"
"H2-M1",0.069884,-0.063427,0.15228,0.10898,-0.22649,-0.11828,0.094573,-0.099026,0.067881,-0.014105,-0.037105,-0.00465,0.0042379,"Not hit"
"Ifrd1",0.065344,-0.013263,0.12317,-0.056219,0.15183,0.012909,0.23068,0.18972,0.13403,-0.035373,0.1375,-0.021655,0.077556,"Not hit"
"Hist1h2af",-0.072949,0.24868,-0.19899,0.18737,0.11952,0.34752,-0.035395,0.11935,0.069707,0.25975,-0.039735,0.267445,0.095786,"Not hit"
"Nsun7",-0.040907,-0.025001,-0.066039,0.019198,0.15497,0.0099737,0.034144,-0.029565,0.0058561,0.018545,0.0444655,0.01458585,0.18397,"Not hit"
"Cggbp1",0.10754,0.053298,0.34154,-0.0093402,0.23702,0.070672,-0.088616,-0.22309,0.23656,-0.0038057,0.28928,0.0306659,0.16471,"Not hit"
"Tmsb4x",-0.10688,-0.10304,-0.17551,0.20419,0.0901,0.18414,-0.071739,-0.12073,0.02717,0.19959,-0.042705,0.194165,-0.14716,"Not hit"
"Hsf4",0.036639,-0.053483,-0.068185,0.068048,0.050306,0.14239,-0.068499,0.11024,-0.016066,0.1195,-0.0089395,0.105219,0.22815,"Not hit"
"AU015836",-0.099447,-0.1102,-0.18114,-0.44876,-0.073441,0.39494,-0.070465,-0.02764,-0.17968,0.070927,-0.1272905,-0.02691,0.10703,"Not hit"
"Il27",0.26742,0.2074,0.40661,-0.1468,-0.1155,-0.047747,0.26843,0.090856,0.14264,-0.13479,0.145555,-0.0972735,-0.023896,"Not hit"
"Gpr112",0.041298,-0.0935,-0.10558,0.051701,0.040195,0.044837,0.08223,-0.11558,0.015348,0.051536,-0.0326925,0.048269,-0.019256,"Not hit"
"Ttc27",0.15719,0.22689,0.2095,-0.17097,-0.22139,-0.11126,-0.54871,-0.45046,0.17544,-0.1461,-0.00594500000000001,-0.141115,-0.29108,"Not hit"
"Pram1",-0.042392,-0.39101,0.021596,-0.22895,0.42373,-0.048543,-0.19741,0.38527,0.1997,-0.081981,0.222663,-0.1387465,0.24984,"Not hit"
"Atad2b",-0.040567,0.06872,0.11286,0.15075,-0.086215,0.081558,0.0059957,-0.054632,0.041766,0.094359,0.0133225,0.116154,0.097456,"Not hit"
"Cutal",0.032892,0.15123,-0.018349,-0.030319,0.11262,0.19364,0.40218,0.099909,0.048513,0.09511,0.0471355,0.0816605,0.14653,"Not hit"
"Rnf215",-0.04406,0.2862,0.064646,-0.27296,0.17364,0.14036,0.42255,0.31654,0.1404,-0.17266,0.119143,-0.0663,-0.12151,"Not hit"
"Setx",-0.24633,0.12187,0.060989,-0.26567,-0.083581,-0.025098,-0.0021609,-0.086557,0.023632,-0.17473,-0.011296,-0.145384,-0.12539,"Not hit"
"Phlda1",-0.17866,-0.0070372,0.20518,-0.24355,-0.25515,0.10878,-0.14767,0.21823,-0.093058,-0.19575,-0.024985,-0.067385,-0.12698,"Not hit"
"2010109I03Rik",-0.013257,-0.027174,0.12099,0.32714,-0.012235,0.12226,-0.049748,0.2424,0.071274,0.30919,0.0543775,0.2247,0.16628,"Not hit"
"Zfp800",-0.020833,-0.076306,0.22043,0.46233,0.35088,0.20238,0.19303,0.24561,0.29105,0.22913,0.285655,0.332355,-0.11351,"Not hit"
"Cdkn3",-0.09025,0.15782,0.0065488,0.043586,-0.22093,0.037042,-0.034511,0.19515,-0.12297,0.036757,-0.1071906,0.040314,0.33508,"Not hit"
"Dennd4a",-0.11482,-0.29476,0.28033,0.023691,-0.13174,-0.35798,0.40534,0.11152,0.016415,-0.1933,0.074295,-0.1671445,-0.24762,"Not hit"
"Runx2",0.15714,-0.020769,-0.087313,0.0035219,0.11173,-0.050402,-0.037574,-0.11965,0.047331,-0.035059,0.0122085,-0.02344005,0.029229,"Not hit"
"Arfgef2",-0.11098,-0.041266,-0.1375,0.11423,-0.059317,0.19484,-0.53428,0.08718,-0.1361,0.19438,-0.0984085,0.154535,0.26821,"Not hit"
"Pck2",-0.15628,-0.41798,-0.57592,-0.32484,-0.22682,-0.078916,0.24149,0.16878,-0.432,-0.14105,-0.40137,-0.201878,-0.39613,"Not hit"
"Gm648",-0.073649,-0.073359,0.031887,0.18308,0.042396,0.045512,-0.050263,0.026669,0.033382,0.051464,0.0371415,0.114296,0.068276,"Not hit"
"Clec4a2",0.13566,-0.20879,0.25584,0.02743,0.041558,-0.12774,0.28347,0.084407,0.10781,0.02725,0.148699,-0.050155,0.16482,"Not hit"
"Angptl3",-0.11991,0.001039,0.50031,-0.43349,0.43099,0.13057,0.28226,-0.074883,0.45402,0.0036511,0.46565,-0.15146,-0.196,"Not hit"
"Meox1",-0.024795,-0.188,-0.078425,-0.21641,0.33287,-0.020495,-0.2386,-0.40347,0.17548,-0.019342,0.1272225,-0.1184525,0.20781,"Not hit"
"Gpd1",0.044835,-0.20722,-0.049395,-0.17837,-0.094653,-0.01081,-0.063914,-0.031917,-0.047915,-0.011406,-0.072024,-0.09459,0.030793,"Not hit"
"Hamp",-0.13371,0.06082,0.11719,-0.12095,0.55625,-0.32824,0.18155,-0.061873,0.19315,-0.21004,0.33672,-0.224595,0.075573,"Not hit"
"Ropn1",-0.007291,0.023023,0.10537,0.071145,0.015525,-0.13673,0.36978,0.056577,0.067694,-0.045061,0.0604475,-0.0327925,-0.13536,"Not hit"
"H2-M3",0.13555,0.14961,-0.21642,0.13486,-0.33774,-0.34386,-0.38675,0.031879,-0.30603,-0.24819,-0.27708,-0.1045,0.10171,"Not hit"
"Naglu",0.018559,-0.057402,-0.066626,-0.15852,-0.05758,0.098872,-0.17315,0.063186,-0.063234,0.00677,-0.062103,-0.029824,-0.12757,"Not hit"
"Eya4",0.0096447,-0.0027821,-0.14862,-0.025722,-0.053606,0.13865,0.22656,-0.058467,-0.10737,0.074417,-0.101113,0.056464,-0.065005,"Not hit"
"Olfr1054",-0.093935,-0.066356,0.040086,0.020725,0.03883,-0.055982,0.057178,0.16849,0.042665,0.0063798,0.039458,-0.0176285,-0.25568,"Not hit"
"Bmper",0.02055,-0.16203,0.49839,-0.067892,0.1488,-0.074078,-0.084289,0.11623,0.24442,-0.068553,0.323595,-0.070985,0.0010523,"Not hit"
"4930435E12Rik",0.017625,0.048735,0.0048392,0.22861,-0.12071,-0.15696,0.11126,0.038775,-0.051156,-0.038527,-0.0579354,0.035825,0.032699,"Not hit"
"Sele",0.011398,0.067688,0.061118,0.25015,-0.080727,-0.031187,-0.10152,0.053468,-0.019778,0.032809,-0.0098045,0.1094815,0.28102,"Not hit"
"Ept1",0.34915,0.066657,0.90797,0.22485,0.22039,0.27786,0.10148,-0.36732,0.45672,0.27714,0.56418,0.251355,-0.47649,"GFP hit only"
"Fbxw7",-0.099914,-0.14607,-0.028615,0.1235,0.19215,0.098736,0.070525,-0.1633,0.087354,0.11247,0.0817675,0.111118,-0.014262,"Not hit"
"Olfr1335",-0.0093494,0.11951,0.064215,0.04432,0.17472,-0.12041,0.2474,0.055774,0.14127,-0.08918,0.1194675,-0.038045,0.045202,"Not hit"
"Nudt17",0.039798,-0.018473,0.36706,-0.10048,0.024041,0.062815,-0.23719,-0.050765,0.052445,-0.011425,0.1955505,-0.0188325,-0.0035729,"Not hit"
"Il1r1",0.13501,0.14478,-0.037252,-0.15859,0.22812,-0.14315,0.094257,-0.084537,0.16103,-0.15879,0.095434,-0.15087,-0.054491,"Not hit"
"Plekho1",-0.024338,-0.099661,0.21098,-0.0008858,-0.16443,0.10308,0.24501,0.041417,0.094634,0.0508,0.023275,0.0510971,-0.064898,"Not hit"
"Vmn1r172",-0.11438,-0.029539,0.083714,0.33103,0.046451,-0.017783,0.11282,0.1381,0.061917,0.14517,0.0650825,0.1566235,0.027621,"Not hit"
"Ccdc13",0.13462,-0.063766,-0.098474,-0.15202,0.091606,0.082126,0.15691,-0.046891,-0.055069,-0.0094945,-0.003434,-0.034947,0.15513,"Not hit"
"Dapk3",-0.073066,0.01528,-0.19704,0.064692,-0.11348,0.027249,-0.13428,-0.17206,-0.16101,0.061306,-0.15526,0.0459705,0.14149,"Not hit"
"Nmnat1",-0.064499,-0.065681,0.1511,0.14033,0.2754,-0.33221,0.04947,0.20929,0.20904,-0.21859,0.21325,-0.09594,-0.065172,"Not hit"
"Nhlrc2",-0.14611,0.073336,0.25085,0.17724,0.047695,-0.29441,-0.11177,0.13835,0.16498,-0.060325,0.1492725,-0.058585,-0.13405,"Not hit"
"Ankrd44",0.19229,-0.049446,-0.027821,-0.021691,-0.031667,0.050242,-0.0014834,0.026264,-0.026332,0.014781,-0.029744,0.0142755,0.013155,"Not hit"
"Ung",-0.0060954,0.10028,-0.0011695,-0.044287,-0.11255,0.18248,0.34019,0.33731,-0.054945,0.044697,-0.05685975,0.0690965,0.032662,"Not hit"
"Ano4",0.016001,0.0093378,0.0089861,0.14007,-0.14696,0.10517,-0.023958,0.11132,-0.097168,0.13352,-0.06898695,0.12262,-0.093292,"Not hit"
"Disc1",-0.017797,-0.2719,0.12019,-0.13451,-0.24739,-0.0025735,-0.053821,-0.029117,-0.086512,-0.081762,-0.0636,-0.06854175,-0.18626,"Not hit"
"Cstb",0.079589,-0.091214,-0.19923,-0.069608,0.024316,-0.034433,-0.11808,0.071792,-0.16132,-0.047277,-0.087457,-0.0520205,0.14799,"Not hit"
"Aup1",0.21162,0.002675,0.781,0.28865,0.37443,0.17646,0.7155,0.30226,0.57202,0.26323,0.577715,0.232555,-0.0063722,"Not hit"
"2010300C02Rik",-0.081903,0.13279,0.13673,0.021347,0.058749,-0.11403,0.3818,-0.071081,0.065635,-0.038482,0.0977395,-0.0463415,0.25158,"Not hit"
"Fam228b",0.02938,-0.012305,0.21868,0.16632,0.011986,0.055456,0.37847,0.093157,0.21514,0.092545,0.115333,0.110888,0.18888,"Not hit"
"Fam154a",0.024824,0.047995,-0.065866,-0.2095,-0.1518,0.27691,-0.02492,0.028587,-0.10755,0.039427,-0.108833,0.033705,0.075406,"Not hit"
"Lhx1",-0.093918,-0.0014616,-0.060233,0.061661,-0.075187,0.094276,-0.27699,-0.10095,-0.07558,0.078575,-0.06771,0.0779685,0.16128,"Not hit"
"Zfp955a",0.0098158,-0.17081,0.064436,0.11053,0.02032,-0.09169,0.20026,-0.0052321,0.048846,-0.022738,0.042378,0.00942,-0.0058659,"Not hit"
"Zfand2a",-0.10786,0.047631,0.11044,-0.19395,0.040845,0.22354,0.074243,0.077321,0.093854,0.036454,0.0756425,0.014795,-0.19865,"Not hit"
"Dnajb2",-0.073486,0.1775,0.023722,0.22399,0.085833,-0.077706,0.12735,0.42402,0.06212,0.094436,0.0547775,0.073142,0.25865,"Not hit"
"Olfr1180",0.11778,0.10074,0.2515,0.0081281,0.19038,-0.00077584,0.24018,0.32592,0.22187,0.0074757,0.22094,0.00367613,0.23469,"Not hit"
"Mycl",0.0085568,-0.020813,-0.029676,-0.11816,-0.18359,-0.015333,-0.29418,0.15685,-0.17516,-0.048355,-0.106633,-0.0667465,0.053554,"Not hit"
"Setd1a",-0.032331,0.21797,0.75143,0.2623,0.51565,-0.13515,-0.28434,-0.26737,0.65296,0.10519,0.63354,0.063575,0.16899,"Not hit"
"Ptpn5",0.082613,-0.11398,0.032803,0.10055,0.10335,0.10423,0.084778,0.077758,0.10234,0.10038,0.0680765,0.10239,-0.0026586,"Not hit"
"Ibsp",0.05407,0.093523,0.36298,0.18971,0.11411,-0.068903,0.52073,0.27578,0.29145,0.027119,0.238545,0.0604035,0.28235,"Not hit"
"Prss28",-0.071172,0.15106,-0.24265,-0.077355,-0.17009,0.11143,0.11627,-0.0054459,-0.1854,0.033325,-0.20637,0.0170375,0.073538,"Not hit"
"Mospd2",0.015734,0.10351,-0.036057,-0.10281,-0.22664,-0.044128,0.058613,0.060731,-0.15154,-0.103,-0.1313485,-0.073469,0.027322,"Not hit"
"Map10",-0.14713,-0.067141,-0.14174,0.30989,-0.00023988,0.082732,-0.031782,0.048827,-0.046199,0.25632,-0.07098994,0.196311,-0.010203,"Not hit"
"Trim25",-0.0081728,-0.018755,0.13128,0.15713,0.16715,0.11199,0.010283,-0.020175,0.13281,0.15649,0.149215,0.13456,-0.084267,"Not hit"
"Eif3j2",0.025812,-0.096329,0.033089,0.17187,0.20585,0.08135,0.30947,0.13008,0.11785,0.14805,0.1194695,0.12661,0.17589,"Not hit"
"B3gnt7",0.11434,0.24982,0.27542,-0.10357,0.78488,0.10714,0.11389,0.24892,0.38585,-0.025154,0.53015,0.001785,-0.11473,"Not hit"
"Gbgt1",-0.089596,-0.10638,0.039029,-0.053623,-0.10684,0.059417,-0.12869,-0.00035431,-0.051216,0.006893,-0.0339055,0.002897,-0.27473,"Not hit"
"Clmp",-0.0097423,0.11226,0.19397,0.034196,0.054113,0.10617,0.22478,-0.0097708,0.082814,0.076434,0.1240415,0.070183,0.072681,"Not hit"
"Slamf7",0.073839,-0.11589,0.17286,0.085499,0.00015678,0.35344,-0.018736,0.0071603,0.063326,0.21552,0.08650839,0.2194695,-0.042747,"Not hit"
"Cdc42ep3",0.23114,0.25887,0.14497,0.39367,0.20208,0.18155,-0.081979,0.19763,0.18277,0.3714,0.173525,0.28761,-0.34019,"Not hit"
"Mcpt8",0.15072,0.14802,0.1253,-0.046209,0.046222,0.19146,0.071607,0.25385,0.096206,0.060701,0.085761,0.0726255,0.028735,"Not hit"
"Mettl18",-0.029691,0.50463,0.10092,0.29716,-0.045403,0.16419,0.40945,0.65011,-0.045216,0.20734,0.0277585,0.230675,0.33835,"Not hit"
"Zbtb4",0.060343,0.05384,-0.25148,0.088765,0.079315,-0.13243,-0.16512,-0.058093,-0.047236,-0.051749,-0.0860825,-0.0218325,0.25974,"Not hit"
"3110052M02Rik",0.032842,0.071884,-0.25664,-0.035886,-0.14,0.11244,0.033072,0.22532,-0.19858,0.016333,-0.19832,0.038277,0.13173,"Not hit"
"Sphk1",-0.028607,0.028351,-0.043054,-0.32308,-0.08224,-0.12525,-0.12849,-0.24674,-0.059478,-0.1761,-0.062647,-0.224165,-0.31123,"Not hit"
"Ghitm",0.13562,0.13415,0.27529,0.01473,-0.091967,0.16309,-0.36438,-0.23277,0.12469,0.079042,0.0916615,0.08891,0.10973,"Not hit"
"Cyp2a22",-0.13878,0.11988,-0.15955,0.14345,0.17917,0.15758,0.28367,0.19959,0.079368,0.14234,0.00981,0.150515,-0.079975,"Not hit"
"Eef2",0.011977,-0.096241,-0.23252,-0.27101,-0.33754,0.13152,-0.46995,-0.50231,-0.25943,-0.10503,-0.28503,-0.069745,-0.11149,"Not hit"
"Flnb",-0.16615,-0.0066951,0.14962,-0.23627,-0.00031692,-0.24736,0.12068,0.075972,0.062606,-0.24777,0.07465154,-0.241815,0.069302,"Not hit"
"AB124611",0.030815,0.29958,0.11987,0.30333,0.036548,0.31416,0.17686,0.19261,0.093696,0.30271,0.078209,0.308745,-0.14058,"Not hit"
"Mmp23",-0.13212,0.20326,-0.096295,-0.07239,0.26625,-0.22921,0.40981,0.0044663,0.0436,-0.16722,0.0849775,-0.1508,0.18615,"Not hit"
"Aak1",-0.029165,-0.15357,0.032909,0.25379,-0.16588,0.1733,0.69682,0.38795,-0.094714,0.18131,-0.0664855,0.213545,-0.27361,"Not hit"
"Wdr74",0.028178,0.17081,-0.25119,0.35719,0.26972,0.0079314,0.05878,0.075268,-0.002612,0.17838,0.009265,0.1825607,0.0045593,"Not hit"
"Hsd17b2",-0.0069965,0.19495,0.05351,-0.037055,0.1737,0.045026,0.073164,-0.0097186,0.13415,0.0068606,0.113605,0.0039855,0.0026866,"Not hit"
